"FREQ","DATATYPE","PRODUCTCODE","PARTNER","REPORTER","obsTime","obsValue","TARIFFTYPE","OBS_VALUE_MEASURE","TOTALNOOFLINES","NBR_PREF_LINES","NBR_MFN_LINES","NBR_NA_LINES","SUM_OF_RATES","MIN_RATE","MAX_RATE","NOMENCODE"
"A","Reported","010121","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010121","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010121","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010121","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010121","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010121","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010121","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010121","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010121","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","000","008","2015",10,"MFN","SimpleAverage","2","0","2","0","20","10","10","H4"
"A","Reported","010129","070","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010129","498","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010129","499","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010129","688","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010129","807","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010129","895","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010129","A36","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","000","008","2015",6,"MFN","SimpleAverage","2","0","2","0","12","2","10","H4"
"A","Reported","010130","070","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","498","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","499","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","688","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","807","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","895","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","A36","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","N56","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010190","000","008","2015",10,"MFN","SimpleAverage","1","0","1","0","10","10","10","H4"
"A","Reported","010190","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010190","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010190","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010190","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010190","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010190","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010190","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010190","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010221","000","008","2015",2,"MFN","SimpleAverage","3","0","3","0","6","2","2","H4"
"A","Reported","010221","070","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010221","498","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010221","499","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010221","688","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010221","807","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010221","895","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010221","A36","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010221","N56","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010229","000","008","2015",9.16666698455811,"MFN","SimpleAverage","12","0","12","0","110","0","10","H4"
"A","Reported","010229","070","008","2015",0,"PREF","SimpleAverage","12","11","1","0","0","0","0","H4"
"A","Reported","010229","498","008","2015",0,"PREF","SimpleAverage","12","11","1","0","0","0","0","H4"
"A","Reported","010229","499","008","2015",0,"PREF","SimpleAverage","12","11","1","0","0","0","0","H4"
"A","Reported","010229","688","008","2015",0,"PREF","SimpleAverage","12","11","1","0","0","0","0","H4"
"A","Reported","010229","807","008","2015",0,"PREF","SimpleAverage","12","11","1","0","0","0","0","H4"
"A","Reported","010229","895","008","2015",0,"PREF","SimpleAverage","12","11","1","0","0","0","0","H4"
"A","Reported","010231","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010231","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010231","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010231","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010231","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010231","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010231","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010231","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010231","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010239","000","008","2015",7.33333349227905,"MFN","SimpleAverage","3","0","3","0","22","2","10","H4"
"A","Reported","010239","070","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010239","498","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010239","499","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010239","688","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010239","807","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010239","895","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010239","A36","008","2015",6.66666666666667,"PREF","SimpleAverage","3","1","2","0","20","0","10","H4"
"A","Reported","010239","N56","008","2015",6.66666666666667,"PREF","SimpleAverage","3","1","2","0","20","0","10","H4"
"A","Reported","010290","000","008","2015",6,"MFN","SimpleAverage","4","0","4","0","24","2","10","H4"
"A","Reported","010290","070","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010290","498","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010290","499","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010290","688","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010290","807","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010290","895","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010290","A36","008","2015",5,"PREF","SimpleAverage","4","2","2","0","20","0","10","H4"
"A","Reported","010290","N56","008","2015",5,"PREF","SimpleAverage","4","2","2","0","20","0","10","H4"
"A","Reported","010310","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010310","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010310","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010310","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010310","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010310","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010310","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010310","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010310","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010391","000","008","2015",1.33333337306976,"MFN","SimpleAverage","3","0","3","0","4","0","2","H4"
"A","Reported","010391","070","008","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010391","498","008","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010391","499","008","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010391","688","008","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010391","807","008","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010391","895","008","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010391","A36","008","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010391","N56","008","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010392","000","008","2015",2,"MFN","SimpleAverage","3","0","3","0","6","2","2","H4"
"A","Reported","010392","070","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010392","498","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010392","499","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010392","688","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010392","807","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010392","895","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010392","A36","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010392","N56","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","000","008","2015",2,"MFN","SimpleAverage","3","0","3","0","6","2","2","H4"
"A","Reported","010410","070","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","498","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","499","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","688","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","807","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","895","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","A36","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","N56","008","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010420","000","008","2015",2,"MFN","SimpleAverage","2","0","2","0","4","2","2","H4"
"A","Reported","010420","070","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010420","498","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010420","499","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010420","688","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010420","807","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010420","895","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010420","A36","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010420","N56","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010511","000","008","2015",1,"MFN","SimpleAverage","4","0","4","0","4","0","2","H4"
"A","Reported","010511","070","008","2015",0,"PREF","SimpleAverage","4","2","2","0","0","0","0","H4"
"A","Reported","010511","498","008","2015",0,"PREF","SimpleAverage","4","2","2","0","0","0","0","H4"
"A","Reported","010511","499","008","2015",0,"PREF","SimpleAverage","4","2","2","0","0","0","0","H4"
"A","Reported","010511","688","008","2015",0,"PREF","SimpleAverage","4","2","2","0","0","0","0","H4"
"A","Reported","010511","807","008","2015",0,"PREF","SimpleAverage","4","2","2","0","0","0","0","H4"
"A","Reported","010511","895","008","2015",0,"PREF","SimpleAverage","4","2","2","0","0","0","0","H4"
"A","Reported","010511","A36","008","2015",0,"PREF","SimpleAverage","4","2","2","0","0","0","0","H4"
"A","Reported","010511","N56","008","2015",0,"PREF","SimpleAverage","4","2","2","0","0","0","0","H4"
"A","Reported","010512","000","008","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H4"
"A","Reported","010513","000","008","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H4"
"A","Reported","010514","000","008","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H4"
"A","Reported","010515","000","008","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H4"
"A","Reported","010594","000","008","2015",2,"MFN","SimpleAverage","2","0","2","0","4","2","2","H4"
"A","Reported","010594","070","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010594","498","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010594","499","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010594","688","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010594","807","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010594","895","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010594","A36","008","2015",1,"PREF","SimpleAverage","2","1","1","0","2","0","2","H4"
"A","Reported","010594","N56","008","2015",1,"PREF","SimpleAverage","2","1","1","0","2","0","2","H4"
"A","Reported","010599","000","008","2015",15,"MFN","SimpleAverage","4","0","4","0","60","15","15","H4"
"A","Reported","010599","070","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010599","498","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010599","499","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010599","688","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010599","807","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010599","895","008","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010611","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010611","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010611","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010611","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010611","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010611","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010611","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010611","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010611","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010612","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010612","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010612","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010612","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010612","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010612","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010612","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010613","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010613","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010613","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010613","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010613","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010613","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010613","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010613","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010613","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010614","000","008","2015",2,"MFN","SimpleAverage","2","0","2","0","4","2","2","H4"
"A","Reported","010614","070","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010614","498","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010614","499","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010614","688","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010614","807","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010614","895","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010614","A36","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010614","N56","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010619","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010619","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010619","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010619","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010619","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010619","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010619","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010619","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010619","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010620","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010620","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010620","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010620","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010620","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010620","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010620","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010620","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010620","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010631","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010631","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010631","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010631","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010631","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010631","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010631","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010631","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010631","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010632","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010632","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010632","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010632","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010632","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010632","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010632","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010632","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010632","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010633","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010633","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010633","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010633","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010633","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010633","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010633","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010633","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010633","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010639","000","008","2015",2,"MFN","SimpleAverage","2","0","2","0","4","2","2","H4"
"A","Reported","010639","070","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010639","498","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010639","499","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010639","688","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010639","807","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010639","895","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010639","A36","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010639","N56","008","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010641","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010641","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010641","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010641","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010641","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010641","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010641","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010641","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010641","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010649","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","000","008","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010690","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","A36","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","N56","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020110","000","008","2015",10,"MFN","SimpleAverage","1","0","1","0","10","10","10","H4"
"A","Reported","020110","070","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020110","498","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020110","499","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020110","688","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020110","807","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020110","895","008","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020120","000","008","2015",10,"MFN","SimpleAverage","4","0","4","0","40","10","10","H4"
