"FREQ","DATATYPE","PRODUCTCODE","PARTNER","REPORTER","obsTime","obsValue","TARIFFTYPE","OBS_VALUE_MEASURE","TOTALNOOFLINES","NBR_PREF_LINES","NBR_MFN_LINES","NBR_NA_LINES","SUM_OF_RATES","MIN_RATE","MAX_RATE","NOMENCODE"
"A","Reported","010420","000","028","2015",26.6666660308838,"MFN","SimpleAverage","3","0","3","0","80","0","40","H3"
"A","Reported","010420","N66","028","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H3"
"A","Reported","010511","000","028","2015",20,"MFN","SimpleAverage","2","0","2","0","40","0","40","H3"
"A","Reported","010511","N66","028","2015",0,"PREF","SimpleAverage","2","1","1","0","0","0","0","H3"
"A","Reported","010512","000","028","2015",20,"MFN","SimpleAverage","2","0","2","0","40","0","40","H3"
"A","Reported","010512","N66","028","2015",0,"PREF","SimpleAverage","2","1","1","0","0","0","0","H3"
"A","Reported","010519","000","028","2015",26.6666660308838,"MFN","SimpleAverage","3","0","3","0","80","0","40","H3"
"A","Reported","010519","N66","028","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H3"
"A","Reported","010594","000","028","2015",24,"MFN","SimpleAverage","5","0","5","0","120","0","40","H3"
"A","Reported","010594","N66","028","2015",0,"PREF","SimpleAverage","5","3","2","0","0","0","0","H3"
"A","Reported","010599","000","028","2015",26.6666660308838,"MFN","SimpleAverage","3","0","3","0","80","0","40","H3"
"A","Reported","010599","N66","028","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H3"
"A","Reported","010611","000","028","2015",40,"MFN","SimpleAverage","2","0","2","0","80","40","40","H3"
"A","Reported","010611","N66","028","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H3"
"A","Reported","010612","000","028","2015",40,"MFN","SimpleAverage","1","0","1","0","40","40","40","H3"
"A","Reported","010612","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","010619","000","028","2015",40,"MFN","SimpleAverage","1","0","1","0","40","40","40","H3"
"A","Reported","010619","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","010620","000","028","2015",40,"MFN","SimpleAverage","2","0","2","0","80","40","40","H3"
"A","Reported","010620","N66","028","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H3"
"A","Reported","010631","000","028","2015",40,"MFN","SimpleAverage","1","0","1","0","40","40","40","H3"
"A","Reported","010631","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","010632","000","028","2015",40,"MFN","SimpleAverage","1","0","1","0","40","40","40","H3"
"A","Reported","010632","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","010639","000","028","2015",40,"MFN","SimpleAverage","2","0","2","0","80","40","40","H3"
"A","Reported","010639","N66","028","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H3"
"A","Reported","010690","000","028","2015",32,"MFN","SimpleAverage","5","0","5","0","160","0","40","H3"
"A","Reported","010690","N66","028","2015",0,"PREF","SimpleAverage","5","4","1","0","0","0","0","H3"
"A","Reported","020110","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020110","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020120","000","028","2015",30,"MFN","SimpleAverage","2","0","2","0","60","30","30","H3"
"A","Reported","020120","N66","028","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H3"
"A","Reported","020130","000","028","2015",30,"MFN","SimpleAverage","4","0","4","0","120","30","30","H3"
"A","Reported","020130","N66","028","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H3"
"A","Reported","020210","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020210","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020220","000","028","2015",30,"MFN","SimpleAverage","2","0","2","0","60","30","30","H3"
"A","Reported","020220","N66","028","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H3"
"A","Reported","020230","000","028","2015",30,"MFN","SimpleAverage","4","0","4","0","120","30","30","H3"
"A","Reported","020230","N66","028","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H3"
"A","Reported","020311","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020311","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020312","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020312","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020319","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020319","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020321","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020321","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020322","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020322","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020329","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020329","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020410","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020410","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020421","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020421","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020422","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020422","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020423","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020423","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020430","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020430","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020441","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020441","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020442","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020442","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020443","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020443","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020450","000","028","2015",30,"MFN","SimpleAverage","1","0","1","0","30","30","30","H3"
"A","Reported","020450","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020500","000","028","2015",40,"MFN","SimpleAverage","1","0","1","0","40","40","40","H3"
"A","Reported","020500","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020610","000","028","2015",5,"MFN","SimpleAverage","1","0","1","0","5","5","5","H3"
"A","Reported","020610","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020621","000","028","2015",5,"MFN","SimpleAverage","1","0","1","0","5","5","5","H3"
"A","Reported","020621","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020622","000","028","2015",5,"MFN","SimpleAverage","1","0","1","0","5","5","5","H3"
"A","Reported","020622","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020629","000","028","2015",5,"MFN","SimpleAverage","1","0","1","0","5","5","5","H3"
"A","Reported","020629","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020630","000","028","2015",5,"MFN","SimpleAverage","1","0","1","0","5","5","5","H3"
"A","Reported","020630","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020641","000","028","2015",5,"MFN","SimpleAverage","1","0","1","0","5","5","5","H3"
"A","Reported","020641","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020649","000","028","2015",5,"MFN","SimpleAverage","2","0","2","0","10","5","5","H3"
"A","Reported","020649","N66","028","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H3"
"A","Reported","020680","000","028","2015",5,"MFN","SimpleAverage","1","0","1","0","5","5","5","H3"
"A","Reported","020680","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020690","000","028","2015",5,"MFN","SimpleAverage","1","0","1","0","5","5","5","H3"
"A","Reported","020690","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020711","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020712","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020713","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020714","000","028","2015",3.75,"MFN","SimpleAverage","4","0","4","0","15","0","15","H3"
"A","Reported","020714","N66","028","2015",0,"PREF","SimpleAverage","4","1","3","0","0","0","0","H3"
"A","Reported","020724","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020725","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020726","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020727","000","028","2015",0,"MFN","SimpleAverage","2","0","2","0","0","0","0","H3"
"A","Reported","020732","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020733","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020734","000","028","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H3"
"A","Reported","020734","N66","028","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H3"
"A","Reported","020735","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","020736","000","028","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H3"
"A","Reported","010121","000","031","2015",0.5,"MFN","SimpleAverage","1","0","1","0","0.5","0.5","0.5","H4"
"A","Reported","010121","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010129","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010130","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010130","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010190","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010190","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010221","000","031","2015",0,"MFN","SimpleAverage","3","0","3","0","0","0","0","H4"
"A","Reported","010229","000","031","2015",15,"MFN","SimpleAverage","11","0","11","0","165","15","15","H4"
"A","Reported","010229","N80","031","2015",0,"PREF","SimpleAverage","11","11","0","0","0","0","0","H4"
"A","Reported","010231","000","031","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H4"
"A","Reported","010239","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010239","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010290","000","031","2015",10,"MFN","SimpleAverage","3","0","3","0","30","0","15","H4"
"A","Reported","010290","N80","031","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010310","000","031","2015",0.5,"MFN","SimpleAverage","1","0","1","0","0.5","0.5","0.5","H4"
"A","Reported","010310","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010391","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010391","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010392","000","031","2015",15,"MFN","SimpleAverage","3","0","3","0","45","15","15","H4"
"A","Reported","010392","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010410","000","031","2015",10,"MFN","SimpleAverage","3","0","3","0","30","0","15","H4"
"A","Reported","010410","N80","031","2015",0,"PREF","SimpleAverage","3","2","1","0","0","0","0","H4"
"A","Reported","010420","000","031","2015",7.5,"MFN","SimpleAverage","2","0","2","0","15","0","15","H4"
"A","Reported","010420","N80","031","2015",0,"PREF","SimpleAverage","2","1","1","0","0","0","0","H4"
"A","Reported","010511","000","031","2015",0,"MFN","SimpleAverage","4","0","4","0","0","0","0","H4"
"A","Reported","010512","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010512","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010513","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010513","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010514","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010514","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010515","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010515","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010594","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010594","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010599","000","031","2015",15,"MFN","SimpleAverage","4","0","4","0","60","15","15","H4"
"A","Reported","010599","N80","031","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010611","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010611","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010612","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010612","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010613","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010613","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010614","000","031","2015",15,"MFN","SimpleAverage","4","0","4","0","60","15","15","H4"
"A","Reported","010614","N80","031","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","010619","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010619","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010620","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010620","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010631","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010631","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010632","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010632","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010633","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010633","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","010639","000","031","2015",15,"MFN","SimpleAverage","3","0","3","0","45","15","15","H4"
"A","Reported","010639","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","010641","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010641","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010649","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","010649","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010690","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","010690","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020110","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020110","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020120","000","031","2015",15,"MFN","SimpleAverage","4","0","4","0","60","15","15","H4"
"A","Reported","020120","N80","031","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","020130","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020130","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020210","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020210","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020220","000","031","2015",15,"MFN","SimpleAverage","4","0","4","0","60","15","15","H4"
"A","Reported","020220","N80","031","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","020230","000","031","2015",15,"MFN","SimpleAverage","3","0","3","0","45","15","15","H4"
"A","Reported","020230","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020311","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","020311","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020312","000","031","2015",15,"MFN","SimpleAverage","3","0","3","0","45","15","15","H4"
"A","Reported","020312","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020319","000","031","2015",15.0000009536743,"MFN","SimpleAverage","6","0","6","0","90.0000076293945","15","15","H4"
"A","Reported","020319","N80","031","2015",0,"PREF","SimpleAverage","6","6","0","0","0","0","0","H4"
"A","Reported","020321","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","020321","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020322","000","031","2015",15,"MFN","SimpleAverage","3","0","3","0","45","15","15","H4"
"A","Reported","020322","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020329","000","031","2015",15.0000009536743,"MFN","SimpleAverage","6","0","6","0","90.0000076293945","15","15","H4"
"A","Reported","020329","N80","031","2015",0,"PREF","SimpleAverage","6","6","0","0","0","0","0","H4"
"A","Reported","020410","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020410","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020421","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020421","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020422","000","031","2015",15,"MFN","SimpleAverage","4","0","4","0","60","15","15","H4"
"A","Reported","020422","N80","031","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","020423","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020423","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020430","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020430","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020441","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020441","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020442","000","031","2015",15,"MFN","SimpleAverage","4","0","4","0","60","15","15","H4"
"A","Reported","020442","N80","031","2015",0,"PREF","SimpleAverage","4","4","0","0","0","0","0","H4"
"A","Reported","020443","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","020443","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020450","000","031","2015",15,"MFN","SimpleAverage","12","0","12","0","180","15","15","H4"
"A","Reported","020450","N80","031","2015",0,"PREF","SimpleAverage","12","12","0","0","0","0","0","H4"
"A","Reported","020500","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","020500","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020610","000","031","2015",10.1666669845581,"MFN","SimpleAverage","3","0","3","0","30.5","0.5","15","H4"
"A","Reported","020610","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020621","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020621","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020622","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020622","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020629","000","031","2015",10.1666669845581,"MFN","SimpleAverage","3","0","3","0","30.5","0.5","15","H4"
"A","Reported","020629","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020630","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020630","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020641","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020641","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020649","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020649","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020680","000","031","2015",10.1666669845581,"MFN","SimpleAverage","3","0","3","0","30.5","0.5","15","H4"
"A","Reported","020680","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020690","000","031","2015",10.1666669845581,"MFN","SimpleAverage","3","0","3","0","30.5","0.5","15","H4"
"A","Reported","020690","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020711","000","031","2015",15,"MFN","SimpleAverage","3","0","3","0","45","15","15","H4"
"A","Reported","020711","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020712","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","020712","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020713","000","031","2015",15,"MFN","SimpleAverage","9","0","9","0","135","15","15","H4"
"A","Reported","020713","N80","031","2015",0,"PREF","SimpleAverage","9","9","0","0","0","0","0","H4"
"A","Reported","020714","000","031","2015",15,"MFN","SimpleAverage","9","0","9","0","135","15","15","H4"
"A","Reported","020714","N80","031","2015",0,"PREF","SimpleAverage","9","9","0","0","0","0","0","H4"
"A","Reported","020724","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","020724","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020725","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","020725","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020726","000","031","2015",15,"MFN","SimpleAverage","10","0","10","0","150","15","15","H4"
"A","Reported","020726","N80","031","2015",0,"PREF","SimpleAverage","10","10","0","0","0","0","0","H4"
"A","Reported","020727","000","031","2015",15,"MFN","SimpleAverage","10","0","10","0","150","15","15","H4"
"A","Reported","020727","N80","031","2015",0,"PREF","SimpleAverage","10","10","0","0","0","0","0","H4"
"A","Reported","020741","000","031","2015",15,"MFN","SimpleAverage","3","0","3","0","45","15","15","H4"
"A","Reported","020741","N80","031","2015",0,"PREF","SimpleAverage","3","3","0","0","0","0","0","H4"
"A","Reported","020742","000","031","2015",15,"MFN","SimpleAverage","2","0","2","0","30","15","15","H4"
"A","Reported","020742","N80","031","2015",0,"PREF","SimpleAverage","2","2","0","0","0","0","0","H4"
"A","Reported","020743","000","031","2015",15,"MFN","SimpleAverage","1","0","1","0","15","15","15","H4"
"A","Reported","020743","N80","031","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","020744","000","031","2015",15,"MFN","SimpleAverage","10","0","10","0","150","15","15","H4"
"A","Reported","020744","N80","031","2015",0,"PREF","SimpleAverage","10","10","0","0","0","0","0","H4"
"A","Reported","020745","000","031","2015",15,"MFN","SimpleAverage","11","0","11","0","165","15","15","H4"
"A","Reported","020745","N80","031","2015",0,"PREF","SimpleAverage","11","11","0","0","0","0","0","H4"
"A","Reported","010121","000","032","2015",0,"MFN","SimpleAverage","1","0","1","0","0","0","0","H4"
"A","Reported","010129","000","032","2015",2,"MFN","SimpleAverage","1","0","1","0","2","2","2","H4"
"A","Reported","010129","068","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","076","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","152","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","170","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","192","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","218","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","376","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","484","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
"A","Reported","010129","591","032","2015",1.43999993801117,"PREF","SimpleAverage","1","1","0","0","1.43999993801117","1.43999993801117","1.43999993801117","H4"
"A","Reported","010129","600","032","2015",1.03999996185303,"PREF","SimpleAverage","1","1","0","0","1.03999996185303","1.03999996185303","1.03999996185303","H4"
"A","Reported","010129","604","032","2015",0,"PREF","SimpleAverage","1","1","0","0","0","0","0","H4"
